name,companyType,employeeCountRange,foundedYear,industries,numFollowers,specialities,squareLogoUrl,websiteUrl,group
Esri Ireland,Privately Held,11-50,2002,Information Technology & Services,more than 1000,"gis (geographic information systems) consultancy, esri arcgis platform, gis (geographic information systems) training",https://media.licdn.com/dms/image/C4D0BAQEaf5U9IUh5vg/company-logo_200_200/0?e=2132524800&v=beta&t=hOaYS1BvWyAK58RP-KxhlG7MAap0YoXqctXC2M64PaA,http://www.esri-ireland.ie,it
Datapac,Privately Held,51-200,1982,Information Technology & Services,more than 1000,"unified communications, print & document solutions, business continuity",https://media.licdn.com/dms/image/C4E0BAQEZoOtWD_jD_w/company-logo_200_200/0?e=2132524800&v=beta&t=kFfLkgPcg0tklyPNxWYi9T7k7Gbszp2Ex8Aa84SA-N0,http://www.datapac.com,it
Skillpages,Privately Held,11-50,2011,Information Technology & Services,more than 1000,"skills, opportunities, connecting opportunities and skills",https://media.licdn.com/dms/image/C4D0BAQEuecAh_87K5g/company-logo_200_200/0?e=2132524800&v=beta&t=DxfsiYYHqeb2wZQwJsVnLjYyaKlLu_kTf6bKac8xWzo,http://www.skillpages.com,it
Daysha Devops,Privately Held,11-50,2004,Information Technology & Services,more than 1000,"continuous integration, systems analysis, devops",https://media.licdn.com/dms/image/C4D0BAQFeusHdlqHXqg/company-logo_200_200/0?e=2132524800&v=beta&t=OedRnOE4or4arYsXVd02_7LsmOEcFmQhuD7TD9tx4oA,http://www.dayshaconsulting.com,it
Glandore Systems,Privately Held,51-200,2007,Information Technology & Services,more than 1000,"software, html5, extjs",https://media.licdn.com/dms/image/C510BAQGvMIi-NdKIWg/company-logo_200_200/0?e=2132524800&v=beta&t=jdcpp4stnvAQGkSN1cfeRnaLV6VVn_mklUFbiNB6nOg,http://www.glandoresystems.com,it
I.T.Tech.Solution Ireland,Self Employed,2-10,Undisclosed,Information Technology & Services,more than 1000,not specified,https://media.licdn.com/dms/image/C560BAQEAf6_mRoFUqg/company-logo_200_200/0?e=2132524800&v=beta&t=BLXEJffOduPA5wVQi1jq7687nzrbKlKnNdx6GJi25Ao,http://www.ittechsolution.net,it
Collision Conf,Privately Held,51-200,2014,Information Technology & Services,more than 1000,"tech, events, conferences",https://media.licdn.com/dms/image/C510BAQEnk8cwoEaDyA/company-logo_200_200/0?e=2132524800&v=beta&t=Zo_Ml7lvBAL6VkpZUY6_tSXYiFRwP7LYwPtCVf4AeG0,http://www.collisionconf.com,it
Xanadu Consultancy,Privately Held,51-200,2011,Information Technology & Services,more than 1000,"java development, cloud hosting, html5 & css3",https://media.licdn.com/dms/image/C560BAQH-KAwHZDsIBQ/company-logo_200_200/0?e=2132524800&v=beta&t=1HDffP5SK6dnwlmo5jl-tUos05mVriCIWjsZ9QIiIHs,http://www.xanaduconsultancy.com/,it
Puca,Privately Held,11-50,2000,Information Technology & Services,more than 1000,"sms , app development, payments",https://media.licdn.com/dms/image/C510BAQFbJksWbNALNw/company-logo_200_200/0?e=2132524800&v=beta&t=_IumV58fB16blOVup3NDYj5RBZ3iJt-2kLa2h7nLaWo,http://www.puca.com,it
Afilias,Privately Held,201-500,2000,Internet,more than 1000,"managed registry services, mobile web, dns security",https://media.licdn.com/dms/image/C4D0BAQGDqQcu2hn7lw/company-logo_200_200/0?e=2132524800&v=beta&t=aSikBg1qxVfQOng_efFu6CCPuw0laz4-1g0aCQv7hSk,http://www.afilias.info,it
Curam Software,Privately Held,501-1000,Undisclosed,Computer Software,more than 1000,not specified,https://media.licdn.com/dms/image/C4E0BAQE8hkNc8A2JyA/company-logo_200_200/0?e=2132524800&v=beta&t=S0iuEcz_qVpwQLVD-fdvvbWZ9tIq5PxHNGZxxe0nt7Q,http://www.curamsoftware.com,it
Storm Technology Ltd,Privately Held,51-200,1995,Information Technology & Services,more than 1000,"sharepoint - enterprise content management, crm - dynamics crm, xrm",https://media.licdn.com/dms/image/C510BAQFSMGFgR8ZWLA/company-logo_200_200/0?e=2132524800&v=beta&t=VHQp4q3ZOeKhrf3Ujr5MUBZAB-UhVbLFWwuNxFC3xDE,http://www.storm.ie,it
Bárd,Privately Held,11-50,Undisclosed,Information Technology & Services,more than 1000,"technical writing, irish language translation, irish books",https://media.licdn.com/dms/image/C4E0BAQHbBOm6wnbjsw/company-logo_200_200/0?e=2132524800&v=beta&t=NurgVYA3AFxwWGES9A9b2_Hqj8Q0_C6VPH4Aa_gcvnM,http://www.bardnangleann.com,it
It@Cork,Non Profit,2-10,1997,Information Technology & Services,more than 1000,not specified,https://media.licdn.com/dms/image/C510BAQGjWT9M7B4WBw/company-logo_200_200/0?e=2132524800&v=beta&t=lBX2nQBbKJJQvvL377dPA9jMdFB5XHt3hvMJ9WTNW9g,http://www.itcork.ie,it
Information Mosaic,Privately Held,201-500,1997,Information Technology & Services,more than 1000,"technology solutions, post-trade automation, corporate actions processing",https://media.licdn.com/dms/image/C4E0BAQHba5xPdDD60w/company-logo_200_200/0?e=2132524800&v=beta&t=qz4sd-STme7ezk-yQpxvD7FFOXCy4dk3ItpSQ0A_8eE,http://www.informationmosaic.com,it
Strata3,Privately Held,11-50,1998,Internet,more than 1000,"digital consultancy, user experience design, business analysis",https://media.licdn.com/dms/image/C4E0BAQHKHhVaPIJsZg/company-logo_200_200/0?e=2132524800&v=beta&t=SffFbiu9DCu64cSMxHvshxufF0B5pLwYKF41nhIUh6c,http://www.strata3.com,it
Clanwilliam Group,Privately Held,201-500,2014,Information Technology & Services,more than 1000,"software, healthcare, technology",https://media.licdn.com/dms/image/C4D0BAQGsVr11KySPdg/company-logo_200_200/0?e=2132524800&v=beta&t=-U_v_o2qB-bVv4dFgvc1b_qeHvf6g3gw7lntMxd3-nw,http://www.clanwilliamgroup.com/,it
Luzern,Privately Held,51-200,2003,Internet,more than 1000,"ecommerce platform, b2c ecommerce, b2b ecommerce",https://media.licdn.com/dms/image/C560BAQEOiZc7Hohx5A/company-logo_200_200/0?e=2132524800&v=beta&t=_4lCRZcgfo8kEY10nSeT5LBWcs-ESFiyQrfDKqedRHg,http://www.luzern.co,it
Viasat Ireland,Public Company,51-200,2001,Internet,more than 1000,"pilot electronic flight bag, aviation document management system, wireless in-flight entertainment",https://media.licdn.com/dms/image/C4D0BAQGsyNV9KiDg3g/company-logo_200_200/0?e=2132524800&v=beta&t=pwuuifABi-grhh_fSpYV4jrOOMZaDeIE9arVrSI7nEs,http://www.arconics.com,it
Iquate,Privately Held,51-200,2002,Information Technology & Services,more than 1000,"discovery and dependency mapping, it operations and service management, it transformation and cloud infrastructure management",https://media.licdn.com/dms/image/C4D0BAQEJY-OYhsEbGA/company-logo_200_200/0?e=2132524800&v=beta&t=8Urp0VPy2msbLms8ipjGLr414aDNGJZwHFPh7E3SRJw,http://www.iquate.com,it
Compass Informatics,Privately Held,11-50,1997,Information Technology & Services,more than 1000,"gis geospatial technologies, gps & surveying, it and systems integration",https://media.licdn.com/dms/image/C4D0BAQF57HyAL5h5uw/company-logo_200_200/0?e=2132524800&v=beta&t=iRpgHKtdpy_p_STRpPIFFhjm4dlt5Oyq89e3gB0lUfk,http://www.compassinformatics.com,it
Espatial,Privately Held,11-50,1997,Computer Software,more than 1000,"mapping software, data visualization, location data",https://media.licdn.com/dms/image/C560BAQEnNEHv1HqIIA/company-logo_200_200/0?e=2132524800&v=beta&t=LCI2Qh6Gla_2Z5a9xcP3wrBm0k1F0ACQuJd1AC6_kvM,http://www.espatial.com,it
Trustev,Privately Held,11-50,2012,Computer Software,more than 1000,"ecommerce, fraud prevention, security",https://media.licdn.com/dms/image/C510BAQGCUn4bw3HggQ/company-logo_200_200/0?e=2132524800&v=beta&t=EtGbTw154_deHHBx2oFgBqvs_a3jKN-U13sb_trIX54,http://www.trustev.com,it
Jobsonlinegroup,Privately Held,2-10,2003,Internet,more than 1000,sales jobs it jobs office jobs accountant jobs sales jobs it jobs office jobs accountant jobssales jobs it jobs office jobs accountant jobs,https://media.licdn.com/dms/image/C4E0BAQFEHBMeGgLuHA/company-logo_200_200/0?e=2132524800&v=beta&t=uWfCU7luQaivuUCGNBOSK_z6o2y8C9dPtG7MvGe_3dU,http://www.jobsonlinegroup.ie/,it
Feedhenry By Red Hat,Public Company,5001-10000,2008,Information Technology & Services,more than 1000,"enterprise mobile application platform, platform-as-a-service (paas), cloud deployment",https://media.licdn.com/dms/image/C510BAQHFCKme9ux29Q/company-logo_200_200/0?e=2132524800&v=beta&t=6_SNS5iWokYUhkg_ioNKIvKq_l7N0Y1WW3A8-DdzPhA,http://www.redhat.com/en/technologies/mobile,it
Moneyconf,Privately Held,51-200,2015,Information Technology & Services,more than 1000,"tech conference, fintech, cryptocurrency",https://media.licdn.com/dms/image/C560BAQHd-ngJGPSoOA/company-logo_200_200/0?e=2132524800&v=beta&t=K1Yl3L95lSbHxZAw-qm3Et60It90kG3426jmS5dS7TA,http://www.moneyconf.com/?utm_source=linkedin&utm_medium=social&utm_campaign=profile,it
"European Sharepoint, Office 365 & Azure Conference & Community",Privately Held,11-50,2010,Information Technology & Services,more than 1000,"annual sharepoint and office 365 conference, online sharepoint and office 365 community, webinars",https://media.licdn.com/dms/image/C4E0BAQFx1zS4uup1xg/company-logo_200_200/0?e=2132524800&v=beta&t=HV6nFZ9jCJwXqd3Y2ZlJvlpOAO-JpzjZZN1h4nxOnSg,http://www.sharepointeurope.com,it
Arekibo - Digital Consultancy,Privately Held,51-200,2002,Information Technology & Services,more than 1000,"digital strategy & consultancy, information & content management solutions, user experience design",https://media.licdn.com/dms/image/C510BAQGpE8QE7wciTg/company-logo_200_200/0?e=2132524800&v=beta&t=LSMlcq_F3kky2pojbsEBu-LDl7EK1pMISmXXS3NTN-4,http://www.arekibo.com,it
Client Solutions,Privately Held,201-500,1994,Information Technology & Services,more than 1000,"business intelligence & analytics, software development services, sap solutions",https://media.licdn.com/dms/image/C4D0BAQG4zlCaNyBUuA/company-logo_200_200/0?e=2132524800&v=beta&t=ollogtkfyl6K-uYId0uv4ZjH73O8ozF7dtEe_IBgmBI,http://www.clientsolutions.ie,it
Wisetek,Privately Held,201-500,2007,Information Technology & Services,more than 1000,"recovering components for reuse, data centre returns management, global it remarketing",https://media.licdn.com/dms/image/C510BAQFiRS7zXWguaQ/company-logo_200_200/0?e=2132524800&v=beta&t=O2n-R8rBBgX1BuXAFqREzwF1NS6YMi99IsZ-eZoaw48,http://www.wisetek.net/,it
"Webfactory Ltd. Dublin, Ireland",Privately Held,51-200,1994,Internet,more than 1000,"digital strategy, creative - web design, display",https://media.licdn.com/dms/image/C4D0BAQFmeEkss3TFpg/company-logo_200_200/0?e=2132524800&v=beta&t=rEThrDsEsX0ofKqqMfFDX-00OM3p0fUQ8BD6zhSLSx4,http://www.deptagency.com,it
Espion - A Bsi Professional Services Company,Privately Held,51-200,2001,Computer & Network Security,more than 1000,"managed services, information security, forensics",https://media.licdn.com/dms/image/C560BAQHilm7aQYEFoA/company-logo_200_200/0?e=2132524800&v=beta&t=JU7SSrGYCc3VheYMM2FNdN4UDayBGHBE5UpDkbG2gvo,http://www.bsigroup.com/en-IE/our-services/Cybersecurity-Information-Resilience/,it
Softworks.Com,Privately Held,51-200,1990,Computer Software,more than 1000,"workforce management, time and attendance, flexible working",https://media.licdn.com/dms/image/C560BAQE45Cwq4nKnlA/company-logo_200_200/0?e=2132524800&v=beta&t=socjyeM8Lzx6kFdqY4xKszn6yStmBNEWxqjShTE17Uo,http://www.softworks.com,it
Titanhq,Privately Held,51-200,1999,Information Technology & Services,more than 1000,"providers of easy-to-install, easy-to-manage email & web filtering solutions., all solutions available with iso",https://media.licdn.com/dms/image/C560BAQGQ8keLlaH3jA/company-logo_200_200/0?e=2132524800&v=beta&t=veQA-4QuyLCcflCgocwzygs9eIRNuc6Ow-hT_j1xenY,http://www.titanhq.com,it
Irish Computer Society,Non Profit,11-50,1967,Information Technology & Services,more than 1000,"collaboration, engagement, marketing",https://media.licdn.com/dms/image/C560BAQEzebQlxjphYA/company-logo_200_200/0?e=2132524800&v=beta&t=C5C03fRhJJ9aMq1x6XZwM5QGU6WtNCvLr__99GKcVhw,http://www.ics.ie,it
Vantage Resources,Privately Held,51-200,1995,Information Technology & Services,more than 1000,"it contracting ireland, it resourcing, java",https://media.licdn.com/dms/image/C510BAQFItjcRbKxQgw/company-logo_200_200/0?e=2132524800&v=beta&t=D964d49rNz0CXe_rZOVMgWTraLebJtC-A9mj8Hmtb3c,http://www.vantage.ie,it
Brite:Bill,Privately Held,51-200,2010,Information Technology & Services,more than 1000,"billing communications, mobile billing, bill presentment",https://media.licdn.com/dms/image/C510BAQEu56Y_7n8-Sg/company-logo_200_200/0?e=2132524800&v=beta&t=JovXLrbP_c1DU3_GrmtPxcqzeeHRFv-GJiXkZrPD_zI,http://www.britebill.com,it
Payzone Ire,Privately Held,51-200,1980,Information Technology & Services,more than 1000,"electronic funds transfer, mobile topup, epayments",https://media.licdn.com/dms/image/C510BAQEWvGn6nYhaYA/company-logo_200_200/0?e=2132524800&v=beta&t=3-cd8cEQ51k--wbFWB3CkZT-4dDCUKa6Npnvw4DJO5s,http://www.payzone.ie/,it
Net Affinity,Privately Held,11-50,2000,Information Technology & Services,more than 1000,"hotel marketing, reservation & booking engine systems for independent & group hotels in ireland & abroad, digital marketing",https://media.licdn.com/dms/image/C560BAQHyKCqVx3jnNQ/company-logo_200_200/0?e=2132524800&v=beta&t=dShR4nBsq5RyKQofSiIPEHUtH2FuurclF75MtJK-Nog,http://www.netaffinity.com,it
The Project Foundry,Privately Held,11-50,2014,Information Technology & Services,more than 1000,"project management, program management, lean",https://media.licdn.com/dms/image/C510BAQF66SiLlLVClQ/company-logo_200_200/0?e=2132524800&v=beta&t=6QV9WVZT5jWQWnsjnSIcsDQYn7UK1OcfJazLmA85t9I,http://www.theprojectfoundry.com,it
3D4Medical,Privately Held,51-200,2004,Computer Software,more than 1000,"medical app development, 3d medical images, medical",https://media.licdn.com/dms/image/C4E0BAQF0U3e48g3qtg/company-logo_200_200/0?e=2132524800&v=beta&t=LLK5ivSxb_npyLLUo__oL7sG0TP2xh6yycAlWuh7flg,http://www.3D4Medical.com,it
Tradeix,Privately Held,51-200,2016,Information Technology & Services,more than 1000,"trade finance, blockchain, distributed ledger",https://media.licdn.com/dms/image/C4E0BAQHxDatV4VyYtg/company-logo_200_200/0?e=2132524800&v=beta&t=o5ypXHmqI0e-iok5dhRAGUT3j7WGXDI7LxAw1r0V304,http://www.tradeix.com,it
Teckro,Privately Held,51-200,2015,Computer Software,more than 1000,"clinical research, mobile health, mobile technology",https://media.licdn.com/dms/image/C4D0BAQGXLSCFhFd-FQ/company-logo_200_200/0?e=2132524800&v=beta&t=rB8dvvxqY-_wt5cxfUe10umpsM-gJvnDS1RY1LuzRN8,http://www.teckro.com,it
Certification Europe,Privately Held,51-200,1999,Information Technology & Services,more than 1000,"iso certification body, iso audit, iso training",https://media.licdn.com/dms/image/C4E0BAQEjCuYrYsUVIQ/company-logo_200_200/0?e=2132524800&v=beta&t=N4e5kJl1FKBeMD2cEnVauMRDVPWRAMoxA67G6fdmBAU,http://www.certificationeurope.com,it
Exertis Ireland,Public Company,51-200,1980,Information Technology & Services,more than 1000,not specified,https://media.licdn.com/dms/image/C560BAQHWPwx1UBWdIQ/company-logo_200_200/0?e=2132524800&v=beta&t=eH5T0HkhhNdE3BEI0i_ZI_G_RUA06mC5o6neoQV7zoQ,http://www.exertis.ie,it
Webzen Dublin Ltd.,Privately Held,11-50,2006,Computer Games,more than 1000,not specified,https://media.licdn.com/dms/image/C560BAQF14eQyM5wG0Q/company-logo_200_200/0?e=2132524800&v=beta&t=LRnVNkuZIpW50g1ywG6dpvYJXy9iYXTQzg5I2IT4uaE,http://www.webzen.com/main,it
Unity Technology Solutions,Privately Held,51-200,1996,Information Technology & Services,more than 1000,"cloud services - private, public or hybrid cloud, data infrastructure",https://media.licdn.com/dms/image/C510BAQEdqcIPw7M1Yw/company-logo_200_200/0?e=2132524800&v=beta&t=MFyWYSsqK_dOcEMjALjPey3wsB7rXPOFNVh63J0jCJk,http://www.unity.ie,it
Oasis Group - Information Secured,Privately Held,201-500,1999,Information Services,more than 1000,"records and information management (rim), archiving, vault storage",https://media.licdn.com/dms/image/C560BAQFyVQR_b0HupA/company-logo_200_200/0?e=2132524800&v=beta&t=3eO6kT-M3cX7_aBGK_7u9DyxOKQL7ATIsenQC6dGZ1g,http://www.OASISGroup.com,it
It Force,Privately Held,11-50,1999,Information Technology & Services,more than 1000,"it managed services, it contracting, virtualisation",https://media.licdn.com/dms/image/C4E0BAQFChrnMjsDeQA/company-logo_200_200/0?e=2132524800&v=beta&t=3QoANGskZ2btVKDabsnQlZZcjBEbj-jrAbUL_CCniOo,http://www.itforce.ie,it
E-Celtic Limited,Privately Held,51-200,2002,Information Technology & Services,more than 1000,"scanning and digitisation, document management, bespoke application development",https://media.licdn.com/dms/image/C560BAQE0d9DnP3Uo2g/company-logo_200_200/0?e=2132524800&v=beta&t=0l7gk4mVrEDhHDF0wxXtzqXHCyaqvzDc4yjY-bMoxHc,http://www.eceltic.ie,it
Ordnance Survey Ireland,Government Agency,201-500,1824,Information Technology & Services,more than 1000,"geographic information systems, tourism & leisure mapping, professional mapping",https://media.licdn.com/dms/image/C560BAQGbWDzw04PYbg/company-logo_200_200/0?e=2132524800&v=beta&t=3qxkO3QzmkkNaizv9fZJOoeNYALTJ30ZNZN-c5yP-eI,http://www.osi.ie/,it
Rockall Technologies,Privately Held,51-200,1999,Computer Software,more than 1000,"experts in enterprise collateral management, commercial banking, wealth management",https://media.licdn.com/dms/image/C560BAQFPReQ-DQclgA/company-logo_200_200/0?e=2132524800&v=beta&t=GqjzoPzjsoboIod3ZwvhkzddrjYWHiTvB302gQGxkJw,http://www.rockalltech.com,it
Itcontracting,Public Company,51-200,Undisclosed,Information Technology & Services,more than 1000,"it recruitment, it contracting, jobs",https://media.licdn.com/dms/image/C4D0BAQEmnMYX6bn4-g/company-logo_200_200/0?e=2132524800&v=beta&t=RXWUromqJd0i6b7oi6EZ0mUm43YNUQb48B-NN9z2Rw4,http://www.itcontracting.ie,it
Scrapinghub,Privately Held,51-200,2010,Information Technology & Services,more than 1000,"web crawling, web scraping, scraping",https://media.licdn.com/dms/image/C4E0BAQFq3kB_AkwU-Q/company-logo_200_200/0?e=2132524800&v=beta&t=n-JQocWg1MrLoAQMuOjHBruizG7NmY-RJrU7ZDrbls8,http://www.scrapinghub.com,it
Cora Systems,Privately Held,51-200,1999,Computer Software,more than 1000,"enterprise project management software, enterprise program management software",https://media.licdn.com/dms/image/C560BAQEIIbzU9toIZA/company-logo_200_200/0?e=2132524800&v=beta&t=QxVbPVao9NT8wiZOd6xvaMi3Gdy-AMBIudz-TniC_uw,http://www.corasystems.com/,it
Clanwilliam Health,Privately Held,51-200,1987,Information Technology & Services,more than 1000,"general practice management software, pharmacy pmr software, hospital pharmacy software",https://media.licdn.com/dms/image/C560BAQFJKBhxmwqITA/company-logo_200_200/0?e=2132524800&v=beta&t=SteAHJUZQDs8Hx9mt_1WxnZ7VHtuy2i6R_GLuNMK8Mw,http://www.clanwilliamhealth.com,it
Qumas,Privately Held,51-200,1994,Computer Software,more than 1000,"electronic document management, process management (compliants, capa",https://media.licdn.com/dms/image/C510BAQEsfVvGD1ewWA/company-logo_200_200/0?e=2132524800&v=beta&t=uL2g3ssoi4Td6Slf3smq2gjhlkIUmyfcBhm0o47kZEc,http://www.qumas.com,it
Ocuco Limited,Privately Held,201-500,1993,Computer Software,more than 1000,"optical retail practice management software, practice management system, software for opticians",https://media.licdn.com/dms/image/C510BAQHznqtamK4x9Q/company-logo_200_200/0?e=2132524800&v=beta&t=3dLBgAqLrNITMlHhaam4Fx3xo01dgoAayfJzCAMwuP8,http://www.ocuco.com,it
Carma Technology,Privately Held,11-50,2007,Information Technology & Services,more than 1000,"real-time ridesharing, mobility apps, efficiency in transport",https://media.licdn.com/dms/image/C560BAQFP5Cee5kHtmA/company-logo_200_200/0?e=2132524800&v=beta&t=GkSgPRtzHKeIQm73svfnFMM1IbkQhB1-QjVmQB2Bmhk,http://www.gocarma.com,it
Poly,Privately Held,1-50,2008,Internet,more than 1000,"web design, development, websites",https://media.licdn.com/dms/image/C560BAQF9l3_hrHjTOA/company-logo_200_200/0?e=2132524800&v=beta&t=uxlW_01SHzJnPOR-FHoazChJMkLPSwmmc3CpJo-jQ74,http://www.poly.ie,it
Zinopy,Privately Held,11-50,Undisclosed,Computer & Network Security,more than 1000,"it security solutions & consultancy services, email & web filtering, virtualisation",https://media.licdn.com/dms/image/C4E0BAQFv6_2LcpVHAw/company-logo_200_200/0?e=2132524800&v=beta&t=24FlbenCrE6t8usP5EXTtZ8Ho87LrVfNwFvSJqd8h2E,http://www.zinopy.ie,it
Norkom Technologies,Public Company,201-500,1998,Computer Software,more than 1000,"financial crime, financial compliance, anti-money laundering",https://media.licdn.com/dms/image/C560BAQFfI68gMWon1A/company-logo_200_200/0?e=2132524800&v=beta&t=H235GbcSvZs7zvMKKSC7FE1XjebpX5hqOHu3E__u9W4,http://www.baesystems.com/businessdefence,it
Phorest Salon Software,Privately Held,51-200,2003,Computer Software,more than 1000,"beauty salon, salon software, hair salon",https://media.licdn.com/dms/image/C510BAQGol7OmqECthg/company-logo_200_200/0?e=2132524800&v=beta&t=US1_kp4sfx3egGbEINlwqNf0J5AKcrdt66uN1HXFUlw,http://www.phorest.com,it
Showtime Analytics,Privately Held,11-50,2015,Information Technology & Services,more than 1000,"cinema analytics, data analytics, data consultancy",https://media.licdn.com/dms/image/C560BAQFznpohfbKw4Q/company-logo_200_200/0?e=2132524800&v=beta&t=6dJ8Vgz7RjchyLSfFAmeXTTuFXVQl-IMH32wEI7GRcs,http://www.showtimeanalytics.com,it
Transpoco,Privately Held,11-50,2003,Information Technology & Services,more than 1000,"gps fleet management, vehicle tracking, fleet cost consultancy",https://media.licdn.com/dms/image/C4D0BAQEgXCkJ9OAckg/company-logo_200_200/0?e=2132524800&v=beta&t=wB7OesIgiOdodyW5ouNXUvurX4EsZSUE9tCfIMO2-R4,http://www.transpoco.com,it
Nearform,Privately Held,51-200,2011,Information Technology & Services,more than 1000,"open source, fullstack software development, training",https://media.licdn.com/dms/image/C4D0BAQEaDRRlH12qyA/company-logo_200_200/0?e=2132524800&v=beta&t=QY-RrUJPmD8P38_7ECZQMZNnGZQ5Vern8EmC8iBmkX0,http://www.nearform.com,it
Isite Solutions,Privately Held,51-200,2000,Information Technology & Services,more than 1000,"dynamics crm 2013, professional services",https://media.licdn.com/dms/image/C4D0BAQFPWxWy9pwwAw/company-logo_200_200/0?e=2132524800&v=beta&t=Lo9Yra824nLH9nuvqNbsl_I04ASRv1GySOat-ei31Cw,http://www.ergogroup.ie/,it
"Redfaire, Oracle Erp Partner, Jd Edwards & Oracle Erp Cloud",Privately Held,51-200,2012,Information Technology & Services,more than 1000,"oracle erp, oracle jd edwards enterpriseone, jd edwards saas",https://media.licdn.com/dms/image/C4D0BAQGKnX14XDe1CQ/company-logo_200_200/0?e=2132524800&v=beta&t=H2M9DFjLGN9MY4EydtK_uYnth6DfB91nbTblVyIRH6o,http://www.redfaire.com,it
Dnm,Privately Held,11-50,2000,Information Technology & Services,more than 1000,"business intelligence, cloud services, database services",https://media.licdn.com/dms/image/C4E0BAQGl1BjBQ6H-hA/company-logo_200_200/0?e=2132524800&v=beta&t=Xk-yaOHcsnSMUWt9ABGiLt4whG1wMIwpoL26ahDCegU,http://www.dnmgroup.com,it
Lucey Fund,Privately Held,11-50,2011,Information Technology & Services,more than 1000,"online payments, portals, collaboration",https://media.licdn.com/dms/image/C4E0BAQEDz4u3iD_IKw/company-logo_200_200/0?e=2132524800&v=beta&t=q_sVPiN_47X9kCxa1KKHfFhK4r-h0qe4YHQKMzQ9cvo,http://www.lucey.fund,it
Kamagames,Privately Held,51-200,2010,Computer Games,more than 1000,"game development, publishing, web & mobile games",https://media.licdn.com/dms/image/C560BAQHOCa7QVv1p2g/company-logo_200_200/0?e=2132524800&v=beta&t=TPEGTEexGMmggTFeqaR_tyIkbsM195tSWq6se-p5kcg,http://www.kamagames.com,it
Tirecheck,Privately Held,51-200,2006,Information Technology & Services,more than 1000,"workflow automation, mobile applications, fleet management software",https://media.licdn.com/dms/image/C4E0BAQFHB_LBim9XSQ/company-logo_200_200/0?e=2132524800&v=beta&t=D9Y5tKY_R3tuUxbFHMWiyQM6Kx93Hj5iH8dZk5pzxNc,http://www.tirecheck.com,it
Creatorseo,Privately Held,11-50,1999,Information Services,more than 1000,"seo, seo tools ireland, seo consultancy",https://media.licdn.com/dms/image/C560BAQGqJr3qGZAfzw/company-logo_200_200/0?e=2132524800&v=beta&t=sfuBpsxBZKh8nWq6PhA0HQbZoRb3tzaLw1W9PlY2xHE,http://www.creatorSEO.com,it
Idiro Analytics,Privately Held,11-50,2003,Information Technology & Services,more than 1000,"big data analytics, data science, marketing solutions for mobile operators",https://media.licdn.com/dms/image/C560BAQFw4GeeAJ5LLw/company-logo_200_200/0?e=2132524800&v=beta&t=Vf-Lg9EqbH9xe5ySwb4AWiajaM5A-bovMjODhE5pK-0,http://www.idiro.com,it
Kefron,Privately Held,51-200,1989,Information Technology & Services,more than 1000,"accounts payable automation, electronic document management systems, document storage & retrieval",https://media.licdn.com/dms/image/C560BAQHDTfU4cBJrtA/company-logo_200_200/0?e=2132524800&v=beta&t=EqSPt9uksU7dJ5BWN3hqysv2vgOoETo2UZ88s8w3swE,http://www.kefron.com,it
The Digital Hub Development Agency,Government Agency,11-50,2003,Internet,more than 1000,"flexible office space, enterprise support services, enterprise network",https://media.licdn.com/dms/image/C560BAQF1lwhKp5TNOQ/company-logo_200_200/0?e=2132524800&v=beta&t=Y3u99Kec-2Qta8K_A-Cyr-b8HbL66caMak4c17CKsxk,http://www.thedigitalhub.com,it
Smarttech247,Privately Held,51-200,2001,Information Technology & Services,more than 1000,"security operation centre services, penetration testing, incident response services",https://media.licdn.com/dms/image/C510BAQEe1U7_v6j_Ig/company-logo_200_200/0?e=2132524800&v=beta&t=fvwokAzMLDcwUOtZuhrF3jYM_ipWOocMJ_PtOyg4dhM,http://www.smarttech247.com,it
Eirtight Technology,Privately Held,11-50,2008,Information Technology & Services,more than 1000,"cloud software solutions, windows azure development, mobile app development",https://media.licdn.com/dms/image/C4E0BAQEGvzOwju2uKg/company-logo_200_200/0?e=2132524800&v=beta&t=mNTPe5_loY6V4UhNkYOnPdU_W9_P-HmmNrJFreKTXJ8,http://www.eirtight.com,it
Kooomo,Privately Held,51-200,2000,Internet,more than 1000,"digital commerce, cloud commerce, omnichannel",https://media.licdn.com/dms/image/C4E0BAQFKvpljmXlYFg/company-logo_200_200/0?e=2132524800&v=beta&t=6DqWyC1EBJJyvEHGOI-alcpjLmgOMOiTfH2X4-q8qRE,http://www.kooomo.com,it
Terminalfour,Privately Held,51-200,1996,Computer Software,more than 1000,"web content management system, web experience management, multi-channel publishing",https://media.licdn.com/dms/image/C4D0BAQGixhhBdC9YHw/company-logo_200_200/0?e=2132524800&v=beta&t=WBq5T_ZLDhEJeeu_jesf5AAKJsNRH72IH8QNMSc_YiM,http://www.terminalfour.com,it
Munich Re Automation Solutions Ltd,Privately Held,51-200,1986,Computer Software,more than 1000,"automated underwriting, underwriter workbench, electronic new business underwriting",https://media.licdn.com/dms/image/C4D0BAQFFwrabjv9pTg/company-logo_200_200/0?e=2132524800&v=beta&t=j-EeSZMagNGQQMh48Vl5BWnP82ptXeU34gqn1EOPG-A,http://www.munichre.com/automation-solutions,it
